Time [s], II
0,0.23047
0.008,0.30078
0.016,0.26953
0.024,0.26562
0.032,0.375
0.04,0.3457
0.048,0.33984
0.056,0.34961
0.064,0.37109
0.072,0.32422
0.08,0.29492
0.088,0.31055
0.096,0.33594
0.104,0.25
0.112,0.23047
0.12,0.23438
0.128,0.20117
0.136,0.18945
0.144,0.2207
0.152,0.18555
0.16,0.17969
0.168,0.17578
0.176,0.16016
0.184,0.16016
0.192,0.16602
0.2,0.16016
0.208,0.18945
0.216,0.16602
0.224,0.2207
0.232,0.18945
0.24,0.16992
0.248,0.17969
0.256,0.20508
0.264,0.21094
0.272,0.19531
0.28,0.20117
0.288,0.18555
0.296,0.21094
0.304,0.18945
0.312,0.17969
0.32,0.20508
0.328,0.20117
0.336,0.2793
0.344,0.31055
0.352,0.30078
0.36,0.37109
0.368,0.39062
0.376,0.38086
0.384,0.33984
0.392,0.33008
0.4,0.34961
0.408,0.33984
0.416,0.31055
0.424,0.2793
0.432,0.29492
0.44,0.25586
0.448,0.20508
0.456,0.25
0.464,0.25586
0.472,0.2207
0.48,0.25977
0.488,0.26953
0.496,0.20508
0.504,0.21484
0.512,0.20508
0.52,0.24023
0.528,0.26953
0.536,0.23438
0.544,0.32422
0.552,0.30469
0.56,0.30078
0.568,0.59961
0.576,0.86914
0.584,0.92969
0.592,0.72461
0.6,0.58398
0.608,0.37109
0.616,0.24023
0.624,0.18945
0.632,0.24023
0.64,0.26953
0.648,0.20117
0.656,0.16602
0.664,0.13086
0.672,0.18945
0.68,0.16602
0.688,0.20508
0.696,0.15039
0.704,0.16602
0.712,0.17578
0.72,0.20508
0.728,0.17578
0.736,0.16016
0.744,0.14062
0.752,0.16992
0.76,0.17969
0.768,0.18555
0.776,0.19531
0.784,0.17969
0.792,0.24023
0.8,0.26953
0.808,0.22461
0.816,0.23438
0.824,0.2207
0.832,0.21484
0.84,0.25586
0.848,0.29102
0.856,0.30078
0.864,0.29102
0.872,0.33008
0.88,0.29492
0.888,0.33594
0.896,0.34961
0.904,0.3457
0.912,0.35938
0.92,0.38086
0.928,0.28516
0.936,0.26562
0.944,0.28516
0.952,0.30078
0.96,0.24609
0.968,0.2207
0.976,0.20508
0.984,0.18945
0.992,0.15625
1,0.16602
1.008,0.17578
1.016,0.17969
1.024,0.15039
1.032,0.18555
1.04,0.20508
1.048,0.15039
1.056,0.17969
1.064,0.15039
1.072,0.20117
1.08,0.15039
1.088,0.16602
1.096,0.16602
1.104,0.20117
1.112,0.18945
1.12,0.17969
1.128,0.19531
1.136,0.13477
1.144,0.17578
1.152,0.21484
1.16,0.20508
1.168,0.23438
1.176,0.21094
1.184,0.25
1.192,0.30078
1.2,0.29492
1.208,0.30078
1.216,0.26953
1.224,0.25977
1.232,0.23047
1.24,0.20117
1.248,0.15039
1.256,0.16992
1.264,0.14453
1.272,0.15625
1.28,0.15039
1.288,0.17578
1.296,0.13086
1.304,0.13477
1.312,0.125
1.32,0.15625
1.328,0.16602
1.336,0.16992
1.344,0.13086
1.352,0.14453
1.36,0.13477
1.368,0.19531
1.376,0.17969
1.384,0.21484
1.392,0.19531
1.4,0.57422
1.408,0.86523
1.416,0.91016
1.424,0.60547
1.432,0.48438
1.44,0.35547
1.448,0.18945
1.456,0.15039
1.464,0.16992
1.472,0.17969
1.48,0.15039
1.488,0.15625
1.496,0.11523
1.504,0.13477
1.512,0.12109
1.52,0.14062
1.528,0.11133
1.536,0.13477
1.544,0.125
1.552,0.13477
1.56,0.14453
1.568,0.18555
1.576,0.14453
1.584,0.13477
1.592,0.15625
1.6,0.17578
1.608,0.14453
1.616,0.14062
1.624,0.19531
1.632,0.16602
1.64,0.21094
1.648,0.22461
1.656,0.21094
1.664,0.23438
1.672,0.23047
1.68,0.25586
1.688,0.2793
1.696,0.31055
1.704,0.2793
1.712,0.30469
1.72,0.33594
1.728,0.33008
1.736,0.34961
1.744,0.33594
1.752,0.32031
1.76,0.33594
1.768,0.29492
1.776,0.30469
1.784,0.23438
1.792,0.24023
1.8,0.20117
1.808,0.21094
1.816,0.18555
1.824,0.21094
1.832,0.23047
1.84,0.15625
1.848,0.17578
1.856,0.16992
1.864,0.16992
1.872,0.17578
1.88,0.16992
1.888,0.2207
1.896,0.19531
1.904,0.16602
1.912,0.17969
1.92,0.20117
1.928,0.18945
1.936,0.23438
1.944,0.20508
1.952,0.20508
1.96,0.16016
1.968,0.21484
1.976,0.2207
1.984,0.20508
1.992,0.29492
2,0.24609
2.008,0.26562
2.016,0.33594
2.024,0.32031
2.032,0.28516
2.04,0.29492
2.048,0.30078
2.056,0.31055
2.064,0.20117
2.072,0.18945
2.08,0.18555
2.088,0.20508
2.096,0.19531
2.104,0.16016
2.112,0.17578
2.12,0.16016
2.128,0.20508
2.136,0.17969
2.144,0.16016
2.152,0.16992
2.16,0.17578
2.168,0.13086
2.176,0.17578
2.184,0.14062
2.192,0.17969
2.2,0.25586
2.208,0.27539
2.216,0.44531
2.224,0.75391
2.232,0.96875
2.24,0.86914
2.248,0.69922
2.256,0.50586
2.264,0.34961
2.272,0.20508
2.28,0.16992
2.288,0.13477
2.296,0.13477
2.304,0.13477
2.312,0.11133
2.32,0.11523
2.328,0.11133
2.336,0.15625
2.344,0.11133
2.352,0.089844
2.36,0.085938
2.368,0.13086
2.376,0.16016
2.384,0.10547
2.392,0.14453
2.4,0.13086
2.408,0.125
2.416,0.14453
2.424,0.16602
2.432,0.14062
2.44,0.16016
2.448,0.13086
2.456,0.17578
2.464,0.16016
2.472,0.18555
2.48,0.20508
2.488,0.21094
2.496,0.19531
2.504,0.25
2.512,0.24023
2.52,0.23047
2.528,0.25
2.536,0.2793
2.544,0.26953
2.552,0.31445
2.56,0.26562
2.568,0.30078
2.576,0.30078
2.584,0.29492
2.592,0.25586
2.6,0.26953
2.608,0.21484
2.616,0.2207
2.624,0.18555
2.632,0.15625
2.64,0.17578
2.648,0.15039
2.656,0.15039
2.664,0.16016
2.672,0.16602
2.68,0.15039
2.688,0.16602
2.696,0.17578
2.704,0.125
2.712,0.11133
2.72,0.17969
2.728,0.17578
2.736,0.16016
2.744,0.17969
2.752,0.15625
2.76,0.14453
2.768,0.14062
2.776,0.18945
2.784,0.23047
2.792,0.21094
2.8,0.20508
2.808,0.18945
2.816,0.22461
2.824,0.2207
2.832,0.25
2.84,0.2793
2.848,0.31445
2.856,0.30469
2.864,0.26953
2.872,0.2207
2.88,0.17578
2.888,0.19531
2.896,0.18555
2.904,0.2207
2.912,0.14062
2.92,0.15625
2.928,0.10547
2.936,0.14062
2.944,0.125
2.952,0.15039
2.96,0.16992
2.968,0.15039
2.976,0.15625
2.984,0.18555
2.992,0.13086
3,0.14453
3.008,0.13086
3.016,0.20117
3.024,0.23047
3.032,0.21094
3.04,0.5
3.048,0.76953
3.056,0.86523
3.064,0.625
3.072,0.46484
3.08,0.32422
3.088,0.16016
3.096,0.11133
3.104,0.15039
3.112,0.18945
3.12,0.17578
3.128,0.19531
3.136,0.13477
3.144,0.10547
3.152,0.11133
3.16,0.13086
3.168,0.16016
3.176,0.099609
3.184,0.095703
3.192,0.14453
3.2,0.17969
3.208,0.14062
3.216,0.15625
3.224,0.13477
3.232,0.16016
3.24,0.15625
3.248,0.17969
3.256,0.21484
3.264,0.16992
3.272,0.20117
3.28,0.18945
3.288,0.22461
3.296,0.24609
3.304,0.20508
3.312,0.26953
3.32,0.27539
3.328,0.25977
3.336,0.31445
3.344,0.32422
3.352,0.31055
3.36,0.29492
3.368,0.32422
3.376,0.32031
3.384,0.35547
3.392,0.32422
3.4,0.3457
3.408,0.26562
3.416,0.24023
3.424,0.24609
3.432,0.20508
3.44,0.23047
3.448,0.21484
3.456,0.18555
3.464,0.17578
3.472,0.15039
3.48,0.14062
3.488,0.20117
3.496,0.16992
3.504,0.14453
3.512,0.16602
3.52,0.15039
3.528,0.20117
3.536,0.16602
3.544,0.15625
3.552,0.21094
3.56,0.17969
3.568,0.18555
3.576,0.17969
3.584,0.17969
3.592,0.17969
3.6,0.22461
3.608,0.24023
3.616,0.25977
3.624,0.23438
3.632,0.27539
3.64,0.30078
3.648,0.27539
3.656,0.28516
3.664,0.25977
3.672,0.26562
3.68,0.21094
3.688,0.20508
3.696,0.18945
3.704,0.19531
3.712,0.18555
3.72,0.16016
3.728,0.17969
3.736,0.14062
3.744,0.13477
3.752,0.15039
3.76,0.13477
3.768,0.19531
3.776,0.15625
3.784,0.14062
3.792,0.17969
3.8,0.16602
3.808,0.20117
3.816,0.20508
3.824,0.20117
3.832,0.22461
3.84,0.29492
3.848,0.62891
3.856,0.84375
3.864,0.76562
3.872,0.57031
3.88,0.43945
3.888,0.25
3.896,0.15039
3.904,0.11523
3.912,0.16992
3.92,0.17969
3.928,0.18945
3.936,0.125
3.944,0.12109
3.952,0.099609
3.96,0.13477
3.968,0.14062
3.976,0.15625
3.984,0.13477
3.992,0.13086
4,0.17969
4.008,0.16016
4.016,0.12109
4.024,0.16602
4.032,0.16016
4.04,0.19531
4.048,0.21094
4.056,0.13086
4.064,0.16992
4.072,0.21094
4.08,0.24609
4.088,0.25
4.096,0.20508
4.104,0.24023
4.112,0.23047
4.12,0.25586
4.128,0.25
4.136,0.33984
4.144,0.32031
4.152,0.30078
4.16,0.32422
4.168,0.32031
4.176,0.36523
4.184,0.35938
4.192,0.32422
4.2,0.30469
4.208,0.29492
4.216,0.28516
4.224,0.30078
4.232,0.24023
4.24,0.24609
4.248,0.19531
4.256,0.17969
4.264,0.19531
4.272,0.20508
4.28,0.16016
4.288,0.16602
4.296,0.19531
4.304,0.20508
4.312,0.16016
4.32,0.16992
4.328,0.17578
4.336,0.18945
4.344,0.20508
4.352,0.19531
4.36,0.2207
4.368,0.20117
4.376,0.16602
4.384,0.2207
4.392,0.18555
4.4,0.20508
4.408,0.23047
4.416,0.20117
4.424,0.25586
4.432,0.24023
4.44,0.31445
4.448,0.32422
4.456,0.32031
4.464,0.2793
4.472,0.26562
4.48,0.25
4.488,0.27539
4.496,0.18555
4.504,0.17578
4.512,0.20508
4.52,0.16016
4.528,0.13477
4.536,0.16016
4.544,0.16992
4.552,0.20508
4.56,0.15625
4.568,0.16992
4.576,0.13086
4.584,0.15625
4.592,0.13086
4.6,0.16602
4.608,0.21094
4.616,0.20117
4.624,0.19531
4.632,0.20508
4.64,0.24023
4.648,0.49023
4.656,0.80469
4.664,0.88867
4.672,0.68945
4.68,0.50586
4.688,0.38086
4.696,0.21094
4.704,0.16016
4.712,0.20117
4.72,0.17578
4.728,0.14453
4.736,0.16992
4.744,0.16016
4.752,0.13086
4.76,0.076172
4.768,0.12109
4.776,0.15039
4.784,0.11523
4.792,0.11133
4.8,0.16602
4.808,0.13477
4.816,0.15625
4.824,0.18945
4.832,0.14453
4.84,0.12109
4.848,0.13477
4.856,0.17969
4.864,0.19531
4.872,0.22461
4.88,0.20117
4.888,0.2207
4.896,0.18945
4.904,0.25
4.912,0.24023
4.92,0.25977
4.928,0.25586
4.936,0.31445
4.944,0.2793
4.952,0.27539
4.96,0.30078
4.968,0.3457
4.976,0.33008
4.984,0.35547
4.992,0.35938
5,0.36523
5.008,0.33594
5.016,0.31445
5.024,0.25
5.032,0.24023
5.04,0.24609
5.048,0.22461
5.056,0.24609
5.064,0.20508
5.072,0.16992
5.08,0.18555
5.088,0.16016
5.096,0.18555
5.104,0.20508
5.112,0.16602
5.12,0.15039
5.128,0.16602
5.136,0.15625
5.144,0.18945
5.152,0.20508
5.16,0.18555
5.168,0.23438
5.176,0.17578
5.184,0.17969
5.192,0.17969
5.2,0.19531
5.208,0.2207
5.216,0.25586
5.224,0.25
5.232,0.32031
5.24,0.30469
5.248,0.31445
5.256,0.29492
5.264,0.32031
5.272,0.27539
5.28,0.25586
5.288,0.2793
5.296,0.21484
5.304,0.17578
5.312,0.20508
5.32,0.23047
5.328,0.18555
5.336,0.17578
5.344,0.19531
5.352,0.13477
5.36,0.12109
5.368,0.19531
5.376,0.21094
5.384,0.17578
5.392,0.20508
5.4,0.23438
5.408,0.17969
5.416,0.2207
5.424,0.23047
5.432,0.2207
5.44,0.375
5.448,0.75
5.456,0.96484
5.464,1.0039
5.472,0.67969
5.48,0.56445
5.488,0.41016
5.496,0.25
5.504,0.19531
5.512,0.17578
5.52,0.16992
5.528,0.20117
5.536,0.15625
5.544,0.125
5.552,0.14453
5.56,0.17578
5.568,0.13477
5.576,0.10547
5.584,0.14062
5.592,0.16016
5.6,0.14062
5.608,0.13086
5.616,0.18555
5.624,0.17969
5.632,0.20117
5.64,0.17578
5.648,0.16016
5.656,0.18555
5.664,0.15039
5.672,0.16992
5.68,0.18945
5.688,0.21094
5.696,0.2207
5.704,0.23438
5.712,0.25
5.72,0.25586
5.728,0.24609
5.736,0.2793
5.744,0.30469
5.752,0.3457
5.76,0.37109
5.768,0.30078
5.776,0.32422
5.784,0.33008
5.792,0.32422
5.8,0.3457
5.808,0.33984
5.816,0.3457
5.824,0.26562
5.832,0.25
5.84,0.25586
5.848,0.26562
5.856,0.19531
5.864,0.17969
5.872,0.18555
5.88,0.22461
5.888,0.20117
5.896,0.17578
5.904,0.16602
5.912,0.16992
5.92,0.18555
5.928,0.16602
5.936,0.21094
5.944,0.22461
5.952,0.20117
5.96,0.17578
5.968,0.21484
5.976,0.18555
5.984,0.21484
5.992,0.20117
6,0.22461
6.008,0.2207
6.016,0.24023
6.024,0.25977
6.032,0.2793
6.04,0.30469
6.048,0.28516
6.056,0.29102
6.064,0.27539
6.072,0.29102
6.08,0.29492
6.088,0.26953
6.096,0.23047
6.104,0.19531
6.112,0.17578
6.12,0.20508
6.128,0.17969
6.136,0.18555
6.144,0.15039
6.152,0.16602
6.16,0.18555
6.168,0.20508
6.176,0.16602
6.184,0.2207
6.192,0.14453
6.2,0.11523
6.208,0.16602
6.216,0.17578
6.224,0.16992
6.232,0.25586
6.24,0.35547
6.248,0.56445
6.256,0.83984
6.264,0.91992
6.272,0.70898
6.28,0.56445
6.288,0.4043
6.296,0.26562
6.304,0.17969
6.312,0.16016
6.32,0.16016
6.328,0.14062
6.336,0.13086
6.344,0.11133
6.352,0.13086
6.36,0.089844
6.368,0.125
6.376,0.14453
6.384,0.089844
6.392,0.13086
6.4,0.10547
6.408,0.13477
6.416,0.11133
6.424,0.125
6.432,0.10547
6.44,0.13086
6.448,0.14062
6.456,0.15039
6.464,0.13086
6.472,0.16992
6.48,0.16016
6.488,0.19531
6.496,0.16016
6.504,0.17578
6.512,0.15625
6.52,0.23438
6.528,0.24023
6.536,0.2207
6.544,0.25
6.552,0.2793
6.56,0.26953
6.568,0.30078
6.576,0.28516
6.584,0.2793
6.592,0.32422
6.6,0.30078
6.608,0.29102
6.616,0.30469
6.624,0.23438
6.632,0.23047
6.64,0.22461
6.648,0.17578
6.656,0.16602
6.664,0.18555
6.672,0.15625
6.68,0.14062
6.688,0.18945
6.696,0.13477
6.704,0.13086
6.712,0.16602
6.72,0.13477
6.728,0.11523
6.736,0.17578
6.744,0.16016
6.752,0.14453
6.76,0.18555
6.768,0.17969
6.776,0.17578
6.784,0.18945
6.792,0.16016
6.8,0.21094
6.808,0.14453
6.816,0.16602
6.824,0.20117
6.832,0.25586
6.84,0.29102
6.848,0.27539
6.856,0.30078
6.864,0.33984
6.872,0.36523
6.88,0.18555
6.888,0.20117
6.896,0.20508
6.904,0.17969
6.912,0.15625
6.92,0.16602
6.928,0.15625
6.936,0.13477
6.944,0.15625
6.952,0.16016
6.96,0.13086
6.968,0.12109
6.976,0.15625
6.984,0.19531
6.992,0.12109
7,0.11523
7.008,0.16992
7.016,0.13086
7.024,0.16016
7.032,0.20117
7.04,0.17578
7.048,0.27539
7.056,0.49414
7.064,0.72461
7.072,0.81055
7.08,0.625
7.088,0.49023
7.096,0.33008
7.104,0.20117
7.112,0.089844
7.12,0.125
7.128,0.14062
7.136,0.125
7.144,0.14453
7.152,0.125
7.16,0.125
7.168,0.17969
7.176,0.21094
7.184,0.13477
7.192,0.11133
7.2,0.14453
7.208,0.13086
7.216,0.18555
7.224,0.20508
7.232,0.10547
7.24,0.099609
7.248,0.18555
7.256,0.20508
7.264,0.18945
7.272,0.15039
7.28,0.14453
7.288,0.17969
7.296,0.16602
7.304,0.25
7.312,0.24023
7.32,0.20508
7.328,0.25
7.336,0.29102
