Time [s], PLETH
0,0.40274
0.008,0.39785
0.016,0.39394
0.024,0.39101
0.032,0.3871
0.04,0.38416
0.048,0.38025
0.056,0.37634
0.064,0.37243
0.072,0.36852
0.08,0.36461
0.088,0.3607
0.096,0.35679
0.104,0.35386
0.112,0.34995
0.12,0.348
0.128,0.34604
0.136,0.34409
0.144,0.34115
0.152,0.3392
0.16,0.33822
0.168,0.33724
0.176,0.33724
0.184,0.33627
0.192,0.33529
0.2,0.33431
0.208,0.33236
0.216,0.33236
0.224,0.33138
0.232,0.3304
0.24,0.32942
0.248,0.32747
0.256,0.32454
0.264,0.3216
0.272,0.31965
0.28,0.31867
0.288,0.32258
0.296,0.33236
0.304,0.35093
0.312,0.37732
0.32,0.40665
0.328,0.43891
0.336,0.47801
0.344,0.52102
0.352,0.56305
0.36,0.6002
0.368,0.6305
0.376,0.65298
0.384,0.66862
0.392,0.6784
0.4,0.68133
0.408,0.68133
0.416,0.67742
0.424,0.67253
0.432,0.66764
0.44,0.66373
0.448,0.6608
0.456,0.65787
0.464,0.65396
0.472,0.652
0.48,0.65103
0.488,0.65005
0.496,0.65005
0.504,0.65005
0.512,0.64907
0.52,0.64712
0.528,0.64321
0.536,0.6393
0.544,0.63441
0.552,0.62854
0.56,0.6217
0.568,0.6129
0.576,0.60313
0.584,0.5914
0.592,0.57674
0.6,0.56109
0.608,0.54448
0.616,0.52884
0.624,0.51417
0.632,0.49951
0.64,0.48485
0.648,0.47312
0.656,0.46432
0.664,0.45552
0.672,0.44868
0.68,0.44282
0.688,0.43891
0.696,0.43597
0.704,0.435
0.712,0.43304
0.72,0.43206
0.728,0.43109
0.736,0.42913
0.744,0.42717
0.752,0.42326
0.76,0.41935
0.768,0.41544
0.776,0.41056
0.784,0.40665
0.792,0.40176
0.8,0.39785
0.808,0.39296
0.816,0.39003
0.824,0.3871
0.832,0.38319
0.84,0.37928
0.848,0.37537
0.856,0.37048
0.864,0.36461
0.872,0.35973
0.88,0.35582
0.888,0.35093
0.896,0.34702
0.904,0.34506
0.912,0.34311
0.92,0.34213
0.928,0.34115
0.936,0.34018
0.944,0.3392
0.952,0.33822
0.96,0.33627
0.968,0.33529
0.976,0.33333
0.984,0.33138
0.992,0.32845
1,0.32649
1.008,0.32551
1.016,0.32454
1.024,0.32356
1.032,0.32258
1.04,0.3216
1.048,0.32063
1.056,0.3216
1.064,0.32551
1.072,0.33627
1.08,0.35386
1.088,0.38025
1.096,0.41447
1.104,0.45455
1.112,0.49658
1.12,0.53372
1.128,0.565
1.136,0.59726
1.144,0.62463
1.152,0.64614
1.16,0.66178
1.168,0.67058
1.176,0.67449
1.184,0.67449
1.192,0.67155
1.2,0.66764
1.208,0.66373
1.216,0.6608
1.224,0.65689
1.232,0.65396
1.24,0.65103
1.248,0.64907
1.256,0.64712
1.264,0.64516
1.272,0.64321
1.28,0.64125
1.288,0.63832
1.296,0.63539
1.304,0.63245
1.312,0.62757
1.32,0.62268
1.328,0.61779
1.336,0.61193
1.344,0.60411
1.352,0.59433
1.36,0.58162
1.368,0.56794
1.376,0.55327
1.384,0.53666
1.392,0.52004
1.4,0.5044
1.408,0.48974
1.416,0.47703
1.424,0.46725
1.432,0.45748
1.44,0.44966
1.448,0.44282
1.456,0.43891
1.464,0.43597
1.472,0.43402
1.48,0.43206
1.488,0.43011
1.496,0.42913
1.504,0.42717
1.512,0.42522
1.52,0.42229
1.528,0.41935
1.536,0.41642
1.544,0.41153
1.552,0.40665
1.56,0.40078
1.568,0.39589
1.576,0.39198
1.584,0.38807
1.592,0.38514
1.6,0.38221
