Time [s], PLETH
0,0.48583
0.008,0.48289
0.016,0.47898
0.024,0.47605
0.032,0.4741
0.04,0.47116
0.048,0.47019
0.056,0.46921
0.064,0.46725
0.072,0.4653
0.08,0.46432
0.088,0.46334
0.096,0.46237
0.104,0.46334
0.112,0.46334
0.12,0.46334
0.128,0.46237
0.136,0.46237
0.144,0.46237
0.152,0.46237
0.16,0.46237
0.168,0.46237
0.176,0.46237
0.184,0.46334
0.192,0.46334
0.2,0.46237
0.208,0.46237
0.216,0.46237
0.224,0.46139
0.232,0.46139
0.24,0.46041
0.248,0.45943
0.256,0.46139
0.264,0.46237
0.272,0.46237
0.28,0.46334
0.288,0.46334
0.296,0.46628
0.304,0.47019
0.312,0.4741
0.32,0.47898
0.328,0.48289
0.336,0.4868
0.344,0.49169
0.352,0.49658
0.36,0.50147
0.368,0.50635
0.376,0.51026
0.384,0.5132
0.392,0.51613
0.4,0.51808
0.408,0.52102
0.416,0.52395
0.424,0.52786
0.432,0.53275
0.44,0.53666
0.448,0.53861
0.456,0.54057
0.464,0.54154
0.472,0.54252
0.48,0.54154
0.488,0.54057
0.496,0.54057
0.504,0.54057
0.512,0.54057
0.52,0.54057
0.528,0.54057
0.536,0.54057
0.544,0.53959
0.552,0.53861
0.56,0.53763
0.568,0.53666
0.576,0.53568
0.584,0.53372
0.592,0.53275
0.6,0.53177
0.608,0.52884
0.616,0.52786
0.624,0.5259
0.632,0.52395
0.64,0.52297
0.648,0.52199
0.656,0.52004
0.664,0.51808
0.672,0.51711
0.68,0.51613
0.688,0.5132
0.696,0.51222
0.704,0.51026
0.712,0.50831
0.72,0.50733
0.728,0.50538
0.736,0.50342
0.744,0.50244
0.752,0.50147
0.76,0.49951
0.768,0.49756
0.776,0.49658
0.784,0.4956
0.792,0.49365
0.8,0.49169
0.808,0.48876
0.816,0.48583
0.824,0.48192
0.832,0.47801
0.84,0.47605
0.848,0.47312
0.856,0.47116
0.864,0.47019
0.872,0.46921
0.88,0.46725
0.888,0.46432
0.896,0.46237
0.904,0.46041
0.912,0.45943
0.92,0.45846
0.928,0.45748
0.936,0.45748
0.944,0.45846
0.952,0.45943
0.96,0.45943
0.968,0.45943
0.976,0.45943
0.984,0.45943
0.992,0.45943
1,0.45943
1.008,0.45943
1.016,0.45846
1.024,0.45846
1.032,0.45943
1.04,0.45846
1.048,0.45846
1.056,0.45846
1.064,0.45846
1.072,0.45846
1.08,0.45943
1.088,0.45943
1.096,0.45943
1.104,0.45943
1.112,0.45943
1.12,0.45943
1.128,0.46041
1.136,0.46237
1.144,0.46628
1.152,0.47019
1.16,0.47507
1.168,0.47898
1.176,0.48192
1.184,0.48583
1.192,0.49071
1.2,0.4956
1.208,0.50147
1.216,0.50635
1.224,0.51124
1.232,0.51613
1.24,0.52199
1.248,0.52688
1.256,0.53177
1.264,0.53568
1.272,0.53763
1.28,0.53861
1.288,0.53959
1.296,0.54057
1.304,0.54252
1.312,0.5435
1.32,0.54448
1.328,0.54448
1.336,0.54545
1.344,0.54448
1.352,0.54252
1.36,0.54154
1.368,0.54057
1.376,0.54057
1.384,0.54057
1.392,0.54057
1.4,0.54057
1.408,0.54057
1.416,0.54057
1.424,0.54057
1.432,0.54057
1.44,0.53959
1.448,0.53861
1.456,0.53666
1.464,0.53372
1.472,0.53079
1.48,0.52884
1.488,0.52786
1.496,0.52688
1.504,0.52493
1.512,0.52297
1.52,0.52297
1.528,0.52199
1.536,0.52004
1.544,0.51808
1.552,0.51711
1.56,0.51711
1.568,0.51711
1.576,0.51711
1.584,0.51711
1.592,0.51711
1.6,0.51711
1.608,0.51613
1.616,0.51417
1.624,0.51124
1.632,0.50831
1.64,0.50538
1.648,0.50147
1.656,0.49853
1.664,0.49756
1.672,0.4956
1.68,0.49365
1.688,0.49169
1.696,0.49169
1.704,0.49071
1.712,0.48974
1.72,0.48778
1.728,0.48583
1.736,0.48387
1.744,0.48094
1.752,0.47898
1.76,0.47507
1.768,0.47214
1.776,0.47019
1.784,0.46823
1.792,0.46628
1.8,0.4653
1.808,0.46334
1.816,0.46139
1.824,0.46041
1.832,0.46041
1.84,0.45943
1.848,0.45748
1.856,0.45552
1.864,0.45552
1.872,0.45455
1.88,0.45455
1.888,0.45455
